Address,Balance
0x2ba71870035e0aead33905ac761d689a2bb52ab6,100
0x788e6fe3ed46eb004291e4c10f36e786a625130f,100
0xc1bfa7ee03ed66932fc778b4a84ffb806e66adf0,100
0x3218a661d44f72991d55884c5b53c79577e810e8,100
0x24c6d769a2a7a0221908a04e31405c1625842842,100
0x8a187d5285d316bcbc9adafc08b51d70a0d8e000,100
0x1637a0a84f55fb220c82860f65f32ccd2dd330c2,100
0xef0eeec43a9e2bd9951e3b9aab4397959e0ea98b,100
0xd80dc559496ddbd01238afae128b924e55aa1f21,100
0xfa686e7240e4f7b085b718c8abf53b2f35504bee,99.5
0xad9c6b6254f168fe9b57753483078f4c9cab5875,99
0x97c22ca6e6bce378a14a09cb42440ef6a2f58a74,97
0x24cd68bce27c96b50dc1471e1d1dbabb8723021e,96
0x0d43fa2f361c1ed5b43611213b884576751a9235,96
0x9fd097d48245eba3bc515d6489239e8493dcb35f,95
0x5a0fcca2f42b1866c3a3b2e4a25f98e626f613d4,91
0xf7c230ad4fa946656e5b1d0ea8212ff280e1d130,90
0x4ad94874a14fbf15043badd69733c33b19a62781,90
0x1dae9708e6efe61f997fe642a26322291ec0d1e5,90
0xb172a8112867ebf46cb14bc39929da637fd52c4b,90
0x44df38e7bade0d5926a9b2b1fcf1d4601fe3cd76,88
0x7504018320e31afed29b4e4b290fcfbded62b896,87
0xcae2b2cddafd7fb1c201a9049034b385d860ab8e,86
0x9f6dd0dcbf54481fe58414b2fdaac59b6e4afa68,82
0xa075ae734be14133e53043a6c14e2b6be2df15b7,80
0x744a34833f079601326b1e77ae30ac0fee624c0a,78
0x974305751d99be7a732d019bf5bc301c4fd4addf,78
0xb13edd4fe94dc82b0a94dbaae41b5c03a156bb3e,77
0x97b0f2ede818b9a81efa44b3f2d8fc5cbae1caaf,75
0x2499c3b16f19ae0a4879527ec91a999d77910ef2,75
0x291110e10e002a02e11d3d2dee41bb320a6cdc2b,75
0x580ba164bf421a77b5423c0d352d5ad1c95be15b,74
0x17459dd9bd17ba128e115ec2fcb1c7a3da2e399a,70
0x9589829a5c96947c5275ab2ab4257d5506314429,70
0xb60d245fc4dfb2cf7c9136e77ed47df32fb957cb,65
0x758e4fc8db271bb2c360c93a1ca7e200016348ca,65
0xc3395cc50c5a6fec6a010cefdce2b056101917a9,64
0xf57cbbeb926be8496a253cb25ae638c20a0b3419,64
0x86b6ab2141e236e2d733e194d8890fa5931dc68c,62.47
0x1deee918511c7978772fa5381bc69c2cc959a440,62
0x119865afb55dda309072cd1031e7bf2caf4289ba,60
0xb31c43330eb34b685c2135e7fbbce230622357e4,60
0x244bed1be1612af1ba0e99043dcb856cd7df7cab,60
0xcac55f51553c1b306ef2c9ab2a78d98795626a50,60
0xe9b34726d9059d7c0dd4080ad2b8bfd03c6d1993,59
0x282279b7df33a362f0eee39fba4d9557c177b154,59
0xd4504ceded844c0bbdf74de176edbe357995be7d,55
0x2a0cdd4ed099ff7039949d5cab869577e2b6c36f,54.049823
0xaf06c7b30087b2e223c497635cdc8c5147cc8349,54
0x3ffce5a1ae36440c7aa0454cf602124deaee021a,53
0xae39b3987b1b6971b2b59e484d2e0de83b89a8c3,52.864617
0x7ded6b31e0198779cbac733150cd4bb446a64c14,51.5
0x13264988ecae24993bb684ad1802666bf8e11679,51
0xd74d9f9915e53b8bd0a6ed815ea075362e4ef8d2,50
0x12064f68ccd96e7228b5e42af31da52490cfdccd,50
0x90c29900642e160daf6f80c9f4489f990011c18d,50
0xb419b9777f9866adf37711c1673f88da12524e4b,50
0x35e7086d7a807af252553ce3ae7a06a520e93edc,50
0x5b655eda7d101f98934392cc3610bcb25b633789,50
0xca15683019df1ced052502e3264bd218bc6aa78b,50
0x00ec2f590e2f4f4f5162064cee99985450bf1010,50
0xc61adafdcf4daf0d7c5038682abce5229de8fd8f,50
0x68ad31bd2c233aab5a420949c8d094be55c2f93f,50
0x12ae4077e6ea034bbc01813d33cae31ef4f9dfad,50
0x84f874029e3a7e7341434d2056d13d13654483f7,50
0x22f7d9503bed3f5f63fd35a5dddb2c5a0ab62e7d,50
0x932895e455b141a3c63e48f0150834d7ec0389ad,49
0x882b01f3763a60f260569f5f70f0798c81eb80a6,49
0x2bc90214113d1647867d319c4a8487704fa19553,46
0x4c6df76d41355d5d4227d147dfd778624baedfff,44
0x01e75eec5a64167325d3e768c07942972ac2ceda,43
0x061b59673b1c6c56826dede22f736e10be62c4f3,43
0x14001cde368df61d46a6e29de5796682fb7c1c77,42
0xa0b8373b5e994634c9b68cf38db470dc20cf738c,42
0x12733673c1d16bda3fec19f4a05a70ff08c6e149,41
0xb855512184923b9edb4e9a3cf780d1329fdcd606,40
0xb1bf9be4646b5fb05c3a62edaa0848a558bb0f9f,40
0xbe5be925f3392dd475e4835383a4bdf8aafda3ca,40
0xb1d331c02066d5087c250aa76e32d2d4b0e85826,40
0xae7eff5198fd478901dae7a42c43c74e8f8995e3,40
0x871472f682a72be20590691f049cbfee4c6248c3,40
0x5104efc872d45dba3a97bf02aebe240dfc283321,40
0xf94fc95dcb91a090034089d028a920333e64a863,40
0x7ed1e469fcb3ee19c0366d829e291451be638e59,39
0xd4d526c1dea541c2e0b317fef9eeb164607081f3,39
0xea24f851327605cb36cd5d49758337f89bbb0c8f,39
0x480680ce168c2a76948706e45da0af3f59a1ce49,38
0x9a99d3e291d3d50908150a2a06ec8e61fb146f8a,38
0xa921704d1c3a189310b17d254700292444ca83c9,38
0x5cfa18eb3518d2c3f1b18418193498077af9e5e6,37
0xbf78add5706f51a2f361807ac5ef88db359ffe5e,36
0x659de8cd4d591c6953e97de9a296da330d8c0266,35
0xea3a8bd1a99e16160832d6b473ce06c1058dff7e,34.030336
0xa66594245a605b19f324a91eda8690e7ef7c3ecd,31
0x074600ad320ebae6ecb2f7be1b69a47d676a7aa6,31
0x0a37d4a450093880bb0efc5f5df18a8953b18cc8,30
0x8f9a19eb8fd9f95dd13d9ddfeba89f96532dd389,30
0x53d0d26fd5b12e446aefdc7c8413df288e8df4c6,30
0x49e23fe288f8bb63b58d47384500577c86c675d9,30
0x2cf80e2bb66e0d1dbd08825f2611c9c6fee8d5da,30
0x90cf972ad914d067d1b40f6c631343b1250b3ab3,30
0xb231304a5d85bb3b0ed719017f58716b2c391fc7,29
0xf05281a2b7ca2281fa0b1da28cbf42c8604396d1,27
0xcbfa9991e909b44125d05d6e62d89d9fbb7211c6,27
0xfd390993e85dbe665ebe8dcf04dd363984897010,26
0x0204b53923e0a6e367901769a6b3a903cd02a781,26
0x6ddea10d708f79e84e82f94f48bdb42fbacbd2d9,25
0x94897e3b8dfeeb73c43c520cbfa0e6396d9016b8,25
0x4d81f6873afc34c94ea0c30689c93b30c3a76e22,25
0x48ee4d436c27df383a78af022b2161db58b38950,25
0x8f9faac4d640044c792dc89c84a8940f72875fb1,25
0x3e7f523b526aa2bf66676f07ff368c5671407a3d,25
0xdbcb932945c987e9cd3244ea42d861636d9e9ba1,25
0x946e68d605a52540421e141a3accd05772edab1f,25
0x17186d814b3f989a5981f276c26cc0ecdfd514e9,25
0xddd2e8f5f18e44b8f588a8ce8b43c14df0485adb,23
0x18f66d19b12b436217e685610aa9399271e72488,23
0x51e10523b60469d293d95bd15cada390eb40f560,23
0xefab0de4167cff6f3bf6158cddafeb8f5cd5c5c8,22
0x0a7a4337cea981d5db8400b76ad3f623643f9d07,22
0x3dbce6cd6de72d8572c1ba9339259ed4801d675f,20.850735
0x5ffc4e8133755b50daaced2b67b2b302af0f64c5,20
0x5971474b7a5012e482300ef90132cfee6516e024,20
0xc91a7c50ebfbd3c6bbd4ba6d87198ccdb9206356,20
0x422eb6f4ef50f6746b55da89ff096ea1d77e4057,20
0x3ae2b66194c96af8bcac2e3cb12c075ee35f04fe,20
0x2c33a01c57b3160b1c38cf88ed9a44e6bc0bec18,20
0xfceace3b7adb02db38a4131b13c2cb954ba205f6,20
0x9e284c754aa85f58e53496f272d528503d8b10b3,20
0x0d121cb520c8c4f3311bb9d45c1861e6225521bb,20
0x88650fdbfbb5c7933eb52008c4387050b963747d,20
0xf9a59accae7ffef99bed8d9fb6ab72f15d7f5bf5,19
0xa916bafb36815de0ebed72acf97117c21fb3f24c,19
0x87eee1c83175be2b7a75a6a0e45f98a84c45cb4d,18
0x95568386bdce4748760d38501f3ec2c8f920c59a,18
0xf9106f7100362b2362938871753012e67a483cfe,17
0xd4b4f894f753d9b78db14394134b38564d37b3ef,17
0x13c3644e789c06bc4ab5251debb5c3983c6d3edf,15
0x3e226ab089460f34fedb9285a4a71d66b7160913,15
0x5e74b1f0c9842f147756b7be5e5919a359927a60,15
0xf843c6ffd80855c09d640b0b54305258748f88c9,15
0x941d900c975cb6cd6a07e67a7a798d64602e9e0d,13
0xb6aa446c7f9b051261800f4b4e03444c3289550d,13
0x261f395a607fcf53662e00b1d5e7abc3d0eabfb9,13
0x3e8201a819c994acffb3823543e19e0415a53a21,13
0x9bb503f0e82910f4b6505f89b15acb8a02835e4a,12
0xafb182a47d60df803fd09bbc3a7ab398fb3c3923,12
0x9d3d03a34f714b228c83bbf38a3c38dcf591e21a,10
0xc5de97de45cf59eaa97d89c68fac549167b85d28,10
0x1ed7b1e76dfc90d4ddfde92e73fc57caa25b27a0,10
0x6f277a0c36184ad4d1c26fdf8c97637c38733b29,10
0x8707a2b3960aaf5be2860cf3e3bcb5448d40285a,10
0x52dc5a33586102ce6d17fd89c1f6d1beaad5603e,10
0x3916727abdf5f8febe9c4eac7c6a8194aa0dd978,10
0x89252bf8843987515a615fee2de1bd023fcb10d2,10
0x72565544c04e8038d9c08f1adfaa9b67ba17e680,10
0x169077f71c0b02436d23f2b65e93028d754cbf70,10
0xaac6bd5b4f7f66e155e814822da2912b5ae73436,10
0xbeee6dff8a127050577736db7475e7a2f83eaa4d,10
0xb7882c7721437e133b30aee1a532be69b8ddf6e1,10
0x6ba91c341770f2abbe5d49c07079ba034555cc43,10
0x973fea3e03e4cf791e9746aa080116f789d78eb0,10
0xe5ce2abf32b3fe05eccb041c13da750da7ccff57,10
0xd7b4c82c98bfb4f5a7bc74cbc9b9cfe959d8c8d2,10
0x6a168c21f1b793ba1e6dd8bb9995a587b5ccf453,10
0xbaf8c3f71d643f4b6ef573c72ab7f18f4a29f663,10
0x667b5e42a5c80f5de2fecd34a31f3e7ed28644a7,10
0x5a861681c0eb1a8acd5d06b349e8d3c8030ddaa4,9
0xadbb8611e35990d8a8490f4285dc9f82680997ff,9
0x5f5f8c338e42c7696fe3eeefc56c821f039d8842,9
0x89c799ca3d79d343fd8c1606d5d0f3ec0367ecd2,8
0xeb4be1c26d967f7d3a6cfed62070d1de7a5dde83,8
0x8a836cbcb5f596c303af02eadb195ef260409755,7
0x8d321506c9483171596afa2b52ff4935a91f56f2,7
0x4b0250098cf3f62f4595be93d8c0afcfe0bd63f1,7
0x56229c51f6073e0947c6a05ebc35eaeacd010e80,7
0x18556a2f95d86f4681420c97a2b3ece70b07f54c,6
0x414bce4cf069285c415907e0e96f07db1e7ac91e,6
0x07c72c5c0550b21e1f633d6220ad984a18926856,5
0x2195fe76d358acd2dc7e804f60bb5f4d53d9f907,5
0x414cc62dc5c2081eca297928b469cdddc5c8f398,5
0x8cb41b6853c8a4dbdeae52403461f4b5136aa6d3,5
0x4b688d297e3b4f3359f8ab9883ebaf300fc01497,5
0xd4dfab816a4cf8596f73a5b415da7172a947b14d,5
0x1d555e73f4c2aab84c26602e2163a8d82eaa94ba,5
0x7197ae8f8cd7d0602e8bf50ff988650b7fb09d8a,5
0xf831cb1977439f2ee81a3da6ad9c671684d74c1f,5
0x8c85fdaec8d293344346ba526f805a891c1284de,5
0x87a88941624f2f0a21f041c2465f1474968f099c,5
0xa8a19b7a064c24fdf885ca1899de2e3ff9ff0ea6,5
0x3eb18a85b8e127267f13d7378b4c216ab43277a9,5
0x8b81d80e36e1c2069efb9abb145d434aa68f058b,5
0x876aab381a1664b1af20e25f5a53d72a51af66e9,5
0x5d5065b42bdee0274e394ba9042c21e1818c69cf,5
0xb5b03c79d33d088a28182e2aada636893f69ab6f,4
0xbdefca014967c0e079616d0004bad73c76b9541a,4
0x3ec288d08aa6cd602231d58f666c5f1fd647e4ee,4
0xbf6c063b61ac089b43675be47871f0067cd12bcd,4
0x8a35e2e748cc0b8376d689da5c3a0a9ec7fe673b,4
0xdaefb5b45b0d4012067d3c554777e12e59a45bb3,3
0x60f1fc126cd1f6bcb1a7d9b7a8b4b0480baada3e,3
0xff54308621eeddf887aa2d1470b480e2c0a195f5,2
0xc4ad0b9174dbe86cbfb53a218074607cc261df6d,2
0xfa5a0473e99ab18dfde7978af31b1c2bb36f133e,2
0xcd3863590a372fe09335c68af796a3cb54dacfa5,2
0xc67411046990d30a6bd0b0b5e1ea08f591ac8832,2
0x6742cbedb30b6206fe7a5ed5455360fbf2039376,2
0x232a544792ddac00db214125ea03191623194efc,2
0x9485a274c4584675d8fbbf656fe2c6f2300fd952,2
0x80fa3656cd2a3602896e492d6dbb3eac9a68bacf,2
0x673c924080c5d7aa53f0d37eea458835fea0b530,2
0xb13a44d432dc37342dfd4d42281fc18e1d20f7ca,2
0xcc687ced970c5b305b52044943a042ede878bcd7,2
0xea59ab26ca97f00cae928b35f21ccf58575b1f32,2
0x3028bd3d6472ebf58ba9e1319ebc0c246de4ec17,2
0x0ace44ff451af19ae8e2801a7a5d0347b7d34a80,2
0xcbdc70a281851b177194bfed2834f6baa544db8b,2
0xb71ad082080f59cf9d2cb9352ea4c273c9fb4aea,2
0x991a7e3a65f8ae5f4b312b5f0a47a20058559386,2
0xfff6f2ca1d421a18aa4b8a02a688d87781b66a5f,2
0xdfd990643753b4bc6733702477b5c8c446060672,2
0x8b129d6c77fc737b1a0a5d06a4dab4a1d4435d65,2
0xa0209b6bfc479c9fd0a7b33ede8feff489e682b8,2
0xc2f897135ac2eb4f165aa784561f7174dce55a59,1
0xeeec16aeffa231436b302541289ccd96e1dedc9d,1
0xd27b049fee9eb320f881da17789efd882b523a7a,1
0x79e95f5b9679ca97da6823864548b223024f56ff,1
0x93fb7bea36d788bcb87ba92094b72c6c43586bdb,1
0x77a935e19660692b27775f1e10724bbf3f834fb3,1
0xa8afcb84581a7de1db130c4bc7a6ef78e9dd3667,1
0x95f810008672df1015b9bb4651180897a2411e4b,1
0x54be9e55d140068ceb1fb0213bfa5c14d0b1a254,1
0xd7438a2461c64335a5c736b31be6a2506be76d10,1
0xd85fdb712f799b048b39f4ab53e0070b3480e672,1
0x26554809c4c63ee939a78edb189d5c4508f8d4b1,1
0x08254c92a181e0249ae22317c9715581a5af403e,1
0x9fc6b6ad8b06e0f578cfd46c54ef3a441521f819,1
0xe7b79bb8d6f469271c64236f47ebb602837a1d17,1
0xfc6276c96cb4b7e273e804e294ea4f8442b86a58,1
0x3d6f29c67f571cad827bb512c7949b0a1c0b9899,1
0x150fc4412b934d078cdc0a5f788d33397b995b1f,1
0xf977a53758bc696a75005413dfd9462ebcc182ac,1
0x3962d2ae1dd51a6f32c7ea0555a2e0b950e0d422,1
0x65f2d21b552f0aef0336d0cc054d1b3702c0f2a1,1
0xff40e811950bdf1ca9d0c18d489e6e273587e139,1
0x4635ab91b868e233e290ee157cfd7417a7d79a0e,1
0x187e1b54815500aa8b220d7fae0c1e0da2048fa5,1
0x9c1b289210263135a61022624bd0d525d5befa12,1
0xd93645d9bfa3ebc228309182f6b2080d0a8940d1,1
0x14c60db7945188f15e136c34f05f87a3086d5361,1
0x825f25f346b7fceedc9e500699e73f45be3061a4,1
0x4cffb6086c586269e00e334933a64f1680f51962,1
0x92c64dd6ca8393ee87c543246311ea94f7095952,1
0x6c3563b743f629221378ffad636763dcc61b18d7,1
0x4471988e602c6d61b8589419975e2bddde33a1ff,1
0x01d586ae4f8110d4985997b038373f7de5f065c9,1
0xd98cc59e5bbf4895d9ce8f9e7a0811ba2943c02c,1
0x3a31c046054e24accd01084c5f02a0c4ba4cc633,1
0x322a6850249cbf0a172324a9eaba4565bddad362,1
0x6d46635a1fb47ba130a4bd909b31c647463790c3,1
0x8037965b51e5fafff5aea1881e534767bf446951,1
0x006c3e4a97076e58d33d6f1565c6acc17822d5b0,1
0x572201f76133f9b1eddcd660547949ff946c43ee,1
0x180c985a396ca91392fc76de23ba3a6c19dba231,1
0xb19b3e0c063cc59dbc132f664ecb35077748dceb,1
0x7dcdbb4cad27df0acd8dd48d777b31940e88d927,1
0x8d0cce3e7c53deb42a604310a97eca5f1dd893d3,1
0xb12694ba2656a6089f1961019187c0c5984a23b1,1
0x835dc0671ae23733585a8df76d721ea58fceb328,1
0xb1206619f933fb02c2930f4e29abcd9a10856b22,1
0x1ebf9e3470f303f6a6ac43347e41877b0a5aaa39,1
0xc7b8674ecfa7b34b100a994fa55b1bcf1455e9f9,1
0xdadd9e500c8c4b25b88455de369ee4f740805160,1
0xa0b7a1e8b79be371235a5ab8136d7a3a0f9c98bd,1
0x15691a8d70b9ae688bc027bae0ba0764603517fe,1
0x45a180721b24f78c663da114a60098bff513dde2,1
0x90741e677f96e6a46bb7ade068889807e7e7b78c,1
0xdaef4a3c01284b6cd10b738cdba9f28f2e434535,1
0x00477bcf4c48a8c4814ace55160c0ab89ddc9795,1
0xf68a620b0619540321088e1ec9d9b9cf63483bdc,1
0xd9749de7d89b4e2f2b6caa93755f9ac78e0a3149,1
0x00961745dde1319864c16807af58e1df1e42fd58,1
0xbc8fdeb530a215ca8c1b69c29ab6192b6351ee1b,1
0x9fa27791bf68a189e591b71f5b562557d959f304,1
0xbf06da07be9e20e6ebc8c12266191059927db503,1
0xa461a6cbbdde2e326305a5308f3ac088d204d3f9,1
0x71333448402c5bbc872b417ddd7141580b7c6e82,1
0x64d7e4e8ede3d542ba441f21f961a4b3965dfabf,1
0xe4bbba7bedcb7bab98a14e59a723d4338abc1e62,1
0xe8ad238a42e44b2525b91b5499cb38e17ac63ddd,1
0xffb4fd03f092686c46325bc94f0e53cf3f24a8b3,1
0x00be93ce0cd4444202a88a67093bb010f931a10d,1
0x4fccd509e7a802b9ae0a6004f7442e6a36f3625d,1
0x6dd3e92ec8cdb2a206e2efccbf4d9522407d72e2,1
0x92faf283ff5bca05673411091d922a054a959900,1
0x05ca4aa50343cd3767e6ba67ae2cd3b1927819cd,1
0xe4b4d3b54cfc7d0b31424b3d931283a91db459d3,1
0x4fabd2aabb6d9b5aa4f94569ef6df892d8a41581,1
0xab22aced3ba7d64e68a276d6e0abe9d2bdc73b54,1
0x1f89a64935d28b85b48ad147215602664100e358,1
0xa8596ea432d61e7a7f694a2cf73df545bfca7e26,1
0x57880990f47c42301420b6a82903328ab2099666,1
0x8581ce7473434a35d6bd3c8c6e551be4392cee11,1
0xca0e874de12ece1a2cfd5d45e41a5c18b9460453,1
0x9631878dd74606068fe3693c9a1f6d2bedbbe9d3,1
0xcb8c470ade68afc21e307891fc3cfdf37f960b6d,1
0x392aec6ee5a6ed04b8f10bb5cad2d033ea5752b0,1
0xcff328f82d032255599a5eee4f54d2d28216cfd7,1
0xfb4d6f449a5a3b4312c16c00924c4a3aa4ae83c4,1
0x8fe13d64fff4b7d8def75717271f6e838599919f,1
0x3a9d26e7ae5c8fbbfe9f6e07481dd8cff36e8953,1
0xb9ee78d171c9891005f325a6b879a67a11862065,1
0xa75ea297fda4c3a11f600d284d1934e0140f34eb,1
0xd2a4db61db5f25892699b439c7930b47743e9e50,1
0xc8b06a7f5f4fa3d143dc79b55c673aa62205ead2,1
0xfb1f4737f4816f78b0d7c0b72b876359d925c318,1
0xe23ee4de77288c49806639fac7e1c056d6fddb88,1
0xf05b0c73dc3c7e4ec5033a2e5673d5ef69c1e738,1
0xd4f756dadd2eb06bd14066a882f611636bf16129,1
0x8286c8bbedecde7b850e7ca24bfcb45632ac35f7,1
0x7020ddf1b9a57c139da395a4f96b041df5d24203,1
0x55aa28da24d19a31be17b4ca88307f443ac89696,1
0x79f9d8e0a4742982da7a6456b8729b0e047a04a7,1
0x94de1217ad01defe416e04f6164b57ac03810c13,1
0x8bca85a88af356235f80fd19888e159b9de28e53,1
0xd781fd4ee5f1ccdedcf0cfdd61a2b74e6e6b049c,1
0x95010bdd5cf46c06417253f60166c22df8a7601b,1
0x078edf5af30c285f34c9636d3ba0c50bcc4efe29,1
0xc5cec30aa2e789a001e8c288e4c1ad25db0ca9bc,1
0x1da6eacb605e58ba90bba5d78dbc4f5dd9d87e28,1
0x491fa664e54e9ce8a80c5ba4dcbf0c8e9b47b4fa,1
0x99bc37ffa8c3b9e6f4792abf009cc294b34947bc,1
0x701a67cef76b921d0b6e9f09532964cbf10e3c06,1
0x704663464873a508bd7474ece3088a000f64045c,1
0xa46227b764ca20376488ab90f23fe963fc6d258c,1
0xecc25cea153e38052ce8485f05fd5362cdfe569b,1
0x8d0a23dab8653d05e62a2f907daa2939b954f31f,1
0x512b859c21a3b7aebad9e6cf0df00b853bfe5038,1
0x9cd6fa6835059514b267aa2313e8bd779d0cc6ce,1
0x0296da83719153ceccd3fd19100bcf351033a6ac,1
0xeff8e914a8da78a9f620b1ceabb062df0f2cc7ea,1
0x00646faa3a2cdee6479cefc57f27a527cfad718a,1
0xcc89ac7b3a681dcee5395436b80f98fa713e5bba,1
0x136abc4e0a8ef3b354b91e973e65c2b2e1e6db6d,1
0xb15ac57dfb5bd509712949143516252289edd01b,1
0x9b25ac239fd8dc20f7b3b6643117c09a256caef6,1
0x2223f3a1e9767f14b118fc7babac50f6fb078179,1
0xe6d28320eccd8f13f9f7a4dd5d3fc5cc82e4813d,1
0x2dd3f70f7206261edb0da265f20a5fc3a5539ff4,1
0x839f9726ca5cafe045cd2df05d78980fa730533b,1
0x4a799d0aeacb95c3170c8d0cbb16746a2ea91388,1
0xddd280bbcecb9620a669c1fcebf579aa973ef23f,1
